Gene_ID	Name	SRR1796061	SRR1796064	SRR1796094	SRR1796237	SRR1796312	SRR1796318
ENSMUSG00000002728	Naa20	34	52	55	24	38	54
ENSMUSG00000002731	Prkra	43	61	87	30	34	48
ENSMUSG00000002732	Fkbp7	7	8	4	2	14	8
ENSMUSG00000002733	Plekha3	60	64	92	25	62	88
ENSMUSG00000002741	Ykt6	149	189	234	93	144	222
ENSMUSG00000002748	Baz1b	309	459	423	210	368	527
ENSMUSG00000002763	Pex6	188	185	249	137	126	210
ENSMUSG00000002767	Mrpl2	100	129	121	99	88	120
ENSMUSG00000002768	Mea1	56	57	82	46	60	79
ENSMUSG00000002769	Gnmt	2898	3244	4698	1555	3199	3612
ENSMUSG00000002771	Grin2d	0	1	1	0	0	0
ENSMUSG00000002778	Kdelr1	176	229	296	151	196	249
ENSMUSG00000002781	Tmem143	57	47	78	48	60	89
ENSMUSG00000002791	Pdxk-ps	1	0	1	0	0	0
ENSMUSG00000002797	Ggct	5	7	10	5	8	12
ENSMUSG00000002799	Jag2	0	0	2	0	2	2
ENSMUSG00000002803	Btbd6	23	15	35	18	20	23
ENSMUSG00000002804	Nudt14	17	20	22	16	12	25
ENSMUSG00000002808	Epdr1	0	0	0	0	1	1
ENSMUSG00000002812	Flii	173	202	230	146	184	248
ENSMUSG00000002814	Top3a	18	14	23	10	21	37
ENSMUSG00000002820	Atg4d	53	56	78	49	55	82
ENSMUSG00000002825	Qtrt1	16	13	22	4	5	9
ENSMUSG00000002831	Plin4	29	54	15	33	61	147
ENSMUSG00000002833	Hdgfl2	76	80	106	56	70	132
ENSMUSG00000002835	Chaf1a	4	1	8	5	13	16
ENSMUSG00000002844	Adprh	4	20	16	6	8	17
ENSMUSG00000002845	Tmem39a	29	66	33	29	46	66
ENSMUSG00000002846	Timmdc1	101	95	117	67	55	87
ENSMUSG00000002847	Pla1a	89	98	123	50	98	70
ENSMUSG00000002870	Mcm2	13	8	12	8	24	23
ENSMUSG00000002871	Tpra1	41	34	45	32	31	49
ENSMUSG00000002881	Nab1	170	171	219	130	221	320
ENSMUSG00000002885	Adgre5	46	64	74	43	85	94
ENSMUSG00000002897	Il17ra	29	45	42	39	36	70
ENSMUSG00000002900	Lamb1	30	31	67	18	50	72
ENSMUSG00000002908	Kcnn1	17	17	16	11	8	24
ENSMUSG00000002910	Arrdc2	26	20	31	40	53	84
ENSMUSG00000002930	Ppp1r17	0	0	0	0	0	0
ENSMUSG00000002944	Cd36	27	43	76	128	468	249
ENSMUSG00000002948	Map2k7	37	41	47	19	28	49
ENSMUSG00000002949	Timm44	126	140	194	109	112	149
ENSMUSG00000002957	Ap2a2	243	301	407	262	345	423
ENSMUSG00000002963	Pnkp	47	61	75	46	49	69
ENSMUSG00000002968	Med25	46	45	38	58	43	75
ENSMUSG00000002980	Bcam	7	6	15	6	11	17
ENSMUSG00000002981	Clptm1	230	286	325	158	238	304
ENSMUSG00000002983	Relb	6	4	4	8	9	10
ENSMUSG00000002984	Tomm40	71	139	91	73	51	87
ENSMUSG00000002985	Apoe	39312	41621	56759	30366	30676	44325
ENSMUSG00000002992	Apoc2	2	2	2	2	1	2
ENSMUSG00000002996	Hbp1	280	249	379	171	208	307
ENSMUSG00000002997	Prkar2b	2	0	2	1	3	2
ENSMUSG00000003031	Cdkn1b	58	59	80	51	55	111
ENSMUSG00000003032	Klf4	3	4	7	1	6	2
ENSMUSG00000003033	Ap1m1	34	41	60	37	49	71
ENSMUSG00000003037	Rab8a	167	202	269	125	203	240
ENSMUSG00000003038	Hmgn2	16	10	23	20	26	35
ENSMUSG00000003039	Fam32a	125	133	154	92	121	145
ENSMUSG00000003051	Elf3	1	0	1	2	0	3
ENSMUSG00000003053	Cyp2c29	8802	8236	9804	3738	3843	5679
ENSMUSG00000003062	Stard3nl	16	17	29	14	29	28
ENSMUSG00000003068	Stk11	144	165	199	132	133	216
ENSMUSG00000003070	Efna2	0	0	0	0	0	0
ENSMUSG00000003072	Atp5d	232	254	343	224	211	304
ENSMUSG00000003099	Ppp5c	60	84	79	72	65	90
ENSMUSG00000003119	Cdk12	136	156	211	89	155	201
ENSMUSG00000003123	Lipe	32	34	32	31	30	55
ENSMUSG00000003131	Pafah1b2	82	169	163	75	135	155
ENSMUSG00000003134	Tbc1d8	134	127	103	24	71	80
ENSMUSG00000003135	Cnot11	33	36	49	29	39	58
ENSMUSG00000003153	Slc2a3	2	3	2	5	2	2
ENSMUSG00000003154	Foxj2	12	20	28	17	16	37
ENSMUSG00000003161	Sri	73	60	97	95	128	146
ENSMUSG00000003166	Dgcr2	88	89	113	83	109	137
ENSMUSG00000003184	Irf3	100	121	181	80	101	141
ENSMUSG00000003190	Bcl2l12	5	15	10	11	8	10
ENSMUSG00000003198	Zfp959	14	18	32	10	17	19
ENSMUSG00000003199	Mpnd	105	138	172	80	130	168
ENSMUSG00000003200	Sh3gl1	45	54	63	30	43	70
ENSMUSG00000003206	Ebi3	0	2	0	0	1	0
ENSMUSG00000003208	Yju2	5	14	13	7	7	16
ENSMUSG00000003226	Ranbp2	627	921	859	372	665	1007
ENSMUSG00000003227	Edar	0	0	0	0	0	0
ENSMUSG00000003228	Grk5	18	26	33	22	28	37
ENSMUSG00000003233	Dvl3	24	55	39	21	30	54
ENSMUSG00000003234	Abcf3	145	192	202	78	110	156
ENSMUSG00000003235	Eif2b5	114	126	167	66	91	138
ENSMUSG00000003269	Cyth2	53	68	87	40	39	72
ENSMUSG00000003271	Sult2b1	0	0	0	0	0	0
ENSMUSG00000003273	Car11	1	0	3	0	0	0
ENSMUSG00000003279	Dlgap1	10	10	16	12	10	12
ENSMUSG00000003282	Plag1	6	4	12	0	0	3
ENSMUSG00000003283	Hck	9	13	5	3	27	12
ENSMUSG00000003299	Mrpl4	68	60	76	54	62	85
ENSMUSG00000003308	Keap1	122	156	182	134	151	201
ENSMUSG00000003309	Ap1m2	1	0	1	0	0	0
ENSMUSG00000003316	Glg1	190	207	230	115	228	309
ENSMUSG00000003341	Atp8b3	0	0	0	0	1	0
ENSMUSG00000003344	Btbd2	59	66	81	65	43	61
ENSMUSG00000003345	Csnk1g2	172	169	234	136	148	216
ENSMUSG00000003346	Abhd17a	85	98	113	106	86	133
ENSMUSG00000003348	Mob3a	5	12	17	13	18	19
ENSMUSG00000003352	Cacnb3	0	0	0	2	4	2
ENSMUSG00000003354	Ccdc65	0	0	0	0	0	0
ENSMUSG00000003355	Fkbp11	31	28	12	14	26	43
ENSMUSG00000003360	Ddx23	130	149	194	104	125	153
ENSMUSG00000003363	Pld3	51	51	61	50	57	68
ENSMUSG00000003378	Grik5	14	8	24	13	21	28
ENSMUSG00000003379	Cd79a	0	1	2	0	0	0
ENSMUSG00000003380	Rabac1	121	128	182	76	121	145
ENSMUSG00000003382	Etv3	59	78	61	33	58	75
ENSMUSG00000003402	Prkcsh	252	298	314	203	217	316
ENSMUSG00000003410	Elavl3	0	0	0	0	0	0
ENSMUSG00000003411	Rab3b	0	0	1	0	0	0
ENSMUSG00000003418	St8sia6	0	0	0	1	1	0
ENSMUSG00000003420	Fcgrt	335	363	514	306	345	462
ENSMUSG00000003421	Nosip	39	42	44	29	42	53
ENSMUSG00000003423	Pih1d1	60	67	92	53	72	82
ENSMUSG00000003429	Rps11	281	316	415	241	296	390
ENSMUSG00000003435	Supt5	101	137	125	68	105	179
ENSMUSG00000003436	Dll3	0	0	0	0	0	0
ENSMUSG00000003437	Paf1	61	88	88	35	52	77
ENSMUSG00000003438	Timm50	53	74	76	46	44	58
ENSMUSG00000003444	Med29	20	32	23	16	15	22
ENSMUSG00000003452	Bicd1	2	1	0	0	5	7
ENSMUSG00000003458	Ncstn	135	150	127	82	110	154
ENSMUSG00000003464	Pex19	257	319	389	184	187	312
ENSMUSG00000003469	Phyhip	0	0	0	0	0	0
ENSMUSG00000003476	Crhr2	2	0	0	0	0	3
ENSMUSG00000003477	Inmt	438	619	1091	971	885	1128
ENSMUSG00000003484	Cyp4f18	0	0	0	0	0	0
ENSMUSG00000003500	Impdh1	1	6	5	6	12	8
ENSMUSG00000003505	Psg18	0	0	0	0	0	1
ENSMUSG00000003518	Dusp3	136	166	165	86	151	184
ENSMUSG00000003526	Prodh	588	618	713	351	609	972
ENSMUSG00000003527	Ess2	14	13	26	9	31	19
ENSMUSG00000003528	Slc25a1	340	345	629	286	412	619
ENSMUSG00000003531	Dgcr6	34	46	55	36	51	66
ENSMUSG00000003534	Ddr1	0	1	4	0	4	2
ENSMUSG00000003541	Ier3	4	2	2	1	4	2
ENSMUSG00000003545	Fosb	2	0	0	0	1	3
ENSMUSG00000003546	Klc4	94	133	133	98	148	209
ENSMUSG00000003549	Ercc1	5	5	7	6	5	13
ENSMUSG00000003555	Cyp17a1	13	9	22	11	11	3
ENSMUSG00000003559	As3mt	100	106	107	51	122	152
ENSMUSG00000003573	Homer3	3	1	11	2	11	5
ENSMUSG00000003575	Crtc1	8	17	20	10	15	28
ENSMUSG00000003581	Rnf215	38	35	47	14	38	64
ENSMUSG00000003585	Sec14l2	663	661	1215	705	893	1285
ENSMUSG00000003604	Aven	25	44	39	19	30	32
ENSMUSG00000003617	Cp	3493	3910	4543	2165	5387	4548
ENSMUSG00000003623	Crot	1005	1201	2017	1084	941	1259
ENSMUSG00000003644	Rps6ka1	60	52	80	64	68	110
ENSMUSG00000003657	Calb2	0	0	0	0	0	0
ENSMUSG00000003660	Snrnp200	413	462	625	271	363	494
ENSMUSG00000003662	Ciao1	89	100	147	78	83	131
ENSMUSG00000003665	Has1	0	0	0	0	0	0
ENSMUSG00000003680	Taf6l	10	9	11	8	12	12
ENSMUSG00000003721	Insig2	211	188	558	140	316	339
ENSMUSG00000003731	Kpna6	122	202	215	115	141	237
ENSMUSG00000003746	Man1a	801	996	1119	669	865	1171
ENSMUSG00000003752	Itpkc	16	23	17	7	8	28
ENSMUSG00000003762	Coq8b	34	23	45	22	31	34
ENSMUSG00000003778	Brd8	45	59	59	40	56	96
ENSMUSG00000003779	Kif20a	10	2	6	2	18	3
ENSMUSG00000003808	Farsa	60	103	84	47	57	72
ENSMUSG00000003809	Gcdh	837	1005	1155	846	947	1381
ENSMUSG00000003810	Mast2	35	69	53	40	53	81
ENSMUSG00000003812	Dnase2a	70	65	92	52	51	51
ENSMUSG00000003813	Rad23a	98	97	125	79	84	110
ENSMUSG00000003814	Calr	1258	1873	2192	706	1338	1622
ENSMUSG00000003824	Syce2	2	0	4	1	3	1
ENSMUSG00000003847	Nfat5	147	201	197	69	143	232
ENSMUSG00000003848	Nob1	11	27	18	12	15	24
ENSMUSG00000003849	Nqo1	11	7	8	12	72	39
ENSMUSG00000003863	Ppfia3	0	0	0	0	0	1
ENSMUSG00000003865	Gys1	5	21	11	13	6	23
ENSMUSG00000003868	Ruvbl2	34	37	57	33	35	40
ENSMUSG00000003872	Lin7b	0	0	0	0	0	0
ENSMUSG00000003873	Bax	20	20	23	17	24	20
ENSMUSG00000003882	Il7r	0	1	2	1	0	6
ENSMUSG00000003923	Tfam	103	108	160	79	108	177
ENSMUSG00000003929	Zfp81	19	13	25	22	25	25
ENSMUSG00000003934	Efnb3	0	0	0	0	0	0
ENSMUSG00000003948	Mmd	140	179	226	100	115	207
ENSMUSG00000003949	Hlf	91	119	103	81	79	181
ENSMUSG00000003955	Fam162a	103	101	118	48	74	108
ENSMUSG00000003970	Rpl8	522	641	805	407	462	648
ENSMUSG00000003974	Grm3	0	0	0	0	0	0
ENSMUSG00000003992	Ssbp2	11	11	13	8	10	18
ENSMUSG00000004018	Fancl	21	12	29	10	42	42
ENSMUSG00000004031	Brinp2	0	0	0	0	0	0
ENSMUSG00000004032	Gstm5	15	20	29	22	44	33
ENSMUSG00000004035	Gstm7	114	93	144	62	78	106
ENSMUSG00000004038	Gstm3	10	10	21	16	152	165
ENSMUSG00000004040	Stat3	347	366	368	250	401	386
ENSMUSG00000004043	Stat5a	25	12	42	35	31	51
ENSMUSG00000004044	Cavin1	18	19	34	7	13	24
ENSMUSG00000004054	Map3k11	61	79	81	79	57	98
ENSMUSG00000004056	Akt2	168	212	257	157	189	281
ENSMUSG00000004069	Dnaja3	375	409	404	226	249	381
ENSMUSG00000004070	Hmox2	122	121	188	81	100	121
ENSMUSG00000004071	Cdip1	318	332	323	142	231	353
ENSMUSG00000004085	Map3k20	40	45	61	57	78	92
ENSMUSG00000004096	Cwc15	94	143	138	70	121	164
ENSMUSG00000004098	Col5a3	9	21	15	79	71	108
ENSMUSG00000004099	Dnmt1	44	41	67	49	71	92
ENSMUSG00000004100	Ppan	31	83	72	23	34	55
ENSMUSG00000004105	Angptl2	66	47	123	50	102	140
ENSMUSG00000004110	Cacna1e	1	0	3	1	3	2
ENSMUSG00000004113	Cacna1b	0	0	0	0	1	1
ENSMUSG00000004127	Trmt10a	11	14	19	14	19	37
ENSMUSG00000004151	Etv1	7	4	8	2	4	12
ENSMUSG00000004187	Kifc2	6	3	7	5	10	9
ENSMUSG00000004207	Psap	1130	1239	1453	853	1584	1609
ENSMUSG00000004221	Ikbkg	322	415	506	184	300	503
ENSMUSG00000004231	Pax2	0	0	0	0	0	0
ENSMUSG00000004233	Wars2	25	27	28	21	9	30
ENSMUSG00000004263	Atn1	1	1	1	1	3	3
ENSMUSG00000004264	Phb2	398	476	523	349	373	466
ENSMUSG00000004266	Ptpn6	31	26	38	38	76	72
ENSMUSG00000004267	Eno2	0	0	1	0	1	4
ENSMUSG00000004268	Emg1	84	110	125	64	86	99
ENSMUSG00000004270	Lpcat3	230	227	339	190	245	287
ENSMUSG00000004285	Atp6v1f	91	90	117	63	104	102
ENSMUSG00000004296	Il12b	0	0	0	0	1	2
ENSMUSG00000004317	Clcn5	49	40	58	24	37	43
ENSMUSG00000004319	Clcn3	183	256	289	171	221	323
ENSMUSG00000004328	Hif3a	0	0	0	0	1	3
ENSMUSG00000004341	Gpx6	1	1	0	2	0	0
ENSMUSG00000004344	Gpx5	0	0	0	0	0	0
ENSMUSG00000004347	Pde1c	8	7	15	1	1	3
ENSMUSG00000004356	Utp20	130	166	175	113	161	247
ENSMUSG00000004359	Spic	6	2	3	1	9	9
ENSMUSG00000004360	9330159F19Rik	0	0	0	0	0	0
ENSMUSG00000004364	Cul3	201	216	276	137	202	287
ENSMUSG00000004366	Sst	0	0	0	0	0	0
ENSMUSG00000004371	Il11	0	0	0	0	0	0
ENSMUSG00000004383	Large1	25	37	42	29	36	40
ENSMUSG00000004393	Ddx56	70	121	134	59	55	102
ENSMUSG00000004394	Tmed4	138	158	188	102	132	205
ENSMUSG00000004415	Col26a1	0	0	0	0	0	0
ENSMUSG00000004446	Bid	21	24	26	14	29	29
ENSMUSG00000004451	Ralb	26	21	58	25	48	50
ENSMUSG00000004455	Ppp1cc	80	85	107	61	96	112
ENSMUSG00000004460	Dnajb11	163	249	273	101	151	210
ENSMUSG00000004462	Tbccd1	68	109	84	64	77	131
ENSMUSG00000004473	Clec11a	8	7	13	6	10	13
ENSMUSG00000004500	Zfp324	37	65	52	21	40	61
ENSMUSG00000004508	Gab2	6	5	10	8	14	18
ENSMUSG00000004530	Coro1c	51	57	103	54	84	84
ENSMUSG00000004535	Tax1bp1	593	650	789	322	490	779
ENSMUSG00000004540	Psg17	0	0	0	0	0	0
ENSMUSG00000004542	Psg19	0	0	0	0	0	0
ENSMUSG00000004552	Ctse	17	9	33	25	22	52
ENSMUSG00000004558	Ndrg2	1948	2181	2688	1535	1812	2473
ENSMUSG00000004561	Mettl17	31	43	47	32	43	54
ENSMUSG00000004562	Arhgef40	47	33	65	37	42	97
ENSMUSG00000004565	Pnpla6	55	68	69	71	81	137
ENSMUSG00000004567	Mcoln1	92	98	108	66	75	148
ENSMUSG00000004568	Arhgef18	84	83	113	70	79	134
ENSMUSG00000004591	Pkn2	210	240	277	151	230	305
ENSMUSG00000004609	Cd33	1	5	4	3	6	12
ENSMUSG00000004610	Etfb	46	46	46	38	31	53
ENSMUSG00000004612	Nkg7	0	0	0	0	7	1
ENSMUSG00000004626	Stxbp2	76	70	94	51	66	104
ENSMUSG00000004630	Pcp2	0	0	0	0	0	0
ENSMUSG00000004631	Sgce	1	9	10	5	8	18
ENSMUSG00000004633	Chn2	119	151	185	138	138	224
ENSMUSG00000004637	Wwox	38	46	74	39	31	68
ENSMUSG00000004642	Slbp	37	40	53	21	43	63
ENSMUSG00000004651	Tyr	0	0	0	0	0	0
ENSMUSG00000004654	Ghrhr	0	0	0	0	0	0
ENSMUSG00000004655	Aqp1	280	305	479	196	201	250
ENSMUSG00000004661	Arid3b	9	10	6	9	11	17
ENSMUSG00000004665	Cnn2	11	5	19	9	22	31
ENSMUSG00000004667	Polr2e	31	44	49	39	39	63
ENSMUSG00000004668	Abca13	0	0	0	0	0	0
ENSMUSG00000004677	Myo9b	92	105	120	83	171	222
ENSMUSG00000004698	Hdac9	5	3	11	2	20	11
ENSMUSG00000004707	Ly9	2	5	6	4	18	15
ENSMUSG00000004709	Cd244a	0	1	1	0	3	5
ENSMUSG00000004730	Adgre1	31	42	44	24	112	67
ENSMUSG00000004748	Mtfp1	38	52	52	23	32	48
ENSMUSG00000004768	Rab23	8	15	23	25	31	24
ENSMUSG00000004771	Rab11a	70	86	83	42	72	103
ENSMUSG00000004788	Eif2b2	33	39	52	21	38	43
ENSMUSG00000004789	Dlst	509	669	699	347	452	700
ENSMUSG00000004791	Pgf	0	1	0	0	0	0
ENSMUSG00000004798	Ulk2	355	371	416	201	274	409
ENSMUSG00000004814	Ccl24	9	9	9	2	28	13
ENSMUSG00000004815	Dgkq	96	101	147	75	89	139
ENSMUSG00000004821	Tmed11	0	0	0	0	0	0
ENSMUSG00000004837	Grap	8	6	13	9	3	7
ENSMUSG00000004842	Pou1f1	0	0	0	0	0	0
ENSMUSG00000004843	Chmp2b	44	58	86	31	76	56
ENSMUSG00000004846	Plod3	59	84	99	64	65	106
ENSMUSG00000004849	Ap1s1	50	47	45	23	45	58
ENSMUSG00000004864	Mapk13	1	0	0	0	0	1
ENSMUSG00000004865	Srpk1	85	115	137	72	99	140
ENSMUSG00000004872	Pax3	0	0	0	0	0	0
ENSMUSG00000004880	Lbr	40	55	80	25	61	86
ENSMUSG00000004885	Crabp2	0	0	0	0	0	0
ENSMUSG00000004891	Nes	12	9	8	7	9	12
ENSMUSG00000004892	Bcan	0	0	0	0	0	0
ENSMUSG00000004894	Hapln2	1	0	0	0	0	0
ENSMUSG00000004895	Prcc	34	54	52	28	36	60
ENSMUSG00000004896	Rrnad1	23	41	35	27	27	46
ENSMUSG00000004897	Hdgf	221	264	334	192	254	370
ENSMUSG00000004902	Slc25a18	0	0	0	2	0	0
ENSMUSG00000004929	Thop1	27	38	41	22	28	41
ENSMUSG00000004931	Apba3	77	129	136	50	80	101
ENSMUSG00000004933	Matk	1	2	1	2	2	6
ENSMUSG00000004934	Pias4	31	38	42	38	21	29
ENSMUSG00000004936	Map2k1	114	110	178	84	141	171
ENSMUSG00000004937	Sgta	91	122	150	92	107	166
ENSMUSG00000004939	Nmrk2	0	0	0	0	0	0
ENSMUSG00000004945	Tmem242	52	48	71	40	46	63
ENSMUSG00000004947	Dtx2	12	11	7	9	15	16
ENSMUSG00000004948	Zp3	0	1	0	0	0	0
ENSMUSG00000004951	Hspb1	13	84	18	9	26	36
ENSMUSG00000004952	Rasa4	3	3	9	6	11	7
ENSMUSG00000004961	Syt5	0	0	0	0	0	0
ENSMUSG00000004980	Hnrnpa2b1	405	421	499	272	405	533
ENSMUSG00000004988	Fxyd4	0	0	0	0	0	0
ENSMUSG00000004994	Ccdc130	9	14	18	11	11	13
ENSMUSG00000004996	Mri1	27	35	45	33	18	32
ENSMUSG00000005034	Prkacb	195	230	236	134	190	305
ENSMUSG00000005043	Sgsh	26	24	41	14	32	33
ENSMUSG00000005045	Chd5	0	1	0	0	0	0
ENSMUSG00000005054	Cstb	60	54	84	24	88	90
ENSMUSG00000005057	Sh2b2	1	6	2	4	5	3
ENSMUSG00000005069	Pex5	274	316	438	244	284	403
ENSMUSG00000005078	Jkamp	52	47	69	41	48	64
ENSMUSG00000005087	Cd44	18	22	21	17	85	75
ENSMUSG00000005089	Slc1a2	347	398	501	215	337	787
ENSMUSG00000005102	Eif2ak4	39	39	71	37	49	79
ENSMUSG00000005103	Wdr1	123	147	198	117	215	231
ENSMUSG00000005107	Slc2a9	151	125	197	187	158	256
ENSMUSG00000005124	Ccn4	1	0	2	0	4	4
ENSMUSG00000005125	Ndrg1	22	19	23	17	37	31
ENSMUSG00000005131	4930550C14Rik	0	0	0	0	0	0
ENSMUSG00000005142	Man2b1	356	422	475	275	327	415
ENSMUSG00000005148	Klf5	0	1	1	0	0	0
ENSMUSG00000005150	Wdr83	30	19	37	22	31	39
ENSMUSG00000005161	Prdx2	256	294	387	176	219	335
ENSMUSG00000005198	Polr2a	104	118	129	108	183	253
ENSMUSG00000005202	Shbg	0	0	0	0	0	1
ENSMUSG00000005204	Senp3	52	105	111	46	67	91
ENSMUSG00000005220	Corin	0	0	0	1	0	1
ENSMUSG00000005225	Plekha8	117	202	167	73	130	172
ENSMUSG00000005232	G6pc2	0	0	0	0	0	0
ENSMUSG00000005233	Spc25	35	40	55	5	10	16
ENSMUSG00000005237	Dnah2	0	1	1	1	2	2
ENSMUSG00000005251	Ripk4	31	32	34	21	31	35
ENSMUSG00000005262	Ufd1	68	97	105	55	83	138
ENSMUSG00000005267	Zfp287	3	1	2	1	3	2
ENSMUSG00000005268	Prlr	129	222	231	161	176	201
ENSMUSG00000005299	Letm1	181	216	226	94	163	283
ENSMUSG00000005312	Ubqln1	277	421	464	208	304	437
ENSMUSG00000005320	Fgfr4	29	35	43	89	69	133
ENSMUSG00000005338	Cadm3	24	11	34	11	18	22
ENSMUSG00000005339	Fcer1a	0	0	0	0	0	0
ENSMUSG00000005354	Txn2	199	229	217	125	140	237
ENSMUSG00000005355	Casp14	0	0	0	0	0	0
ENSMUSG00000005357	Slc1a6	0	0	0	0	0	0
ENSMUSG00000005360	Slc1a3	1	0	1	0	5	4
ENSMUSG00000005362	Crbn	120	148	154	94	121	160
ENSMUSG00000005364	Il5ra	0	0	1	1	1	0
ENSMUSG00000005370	Msh6	28	48	67	24	37	50
ENSMUSG00000005371	Fbxo11	78	96	90	58	86	119
ENSMUSG00000005373	Mlxipl	220	250	278	217	247	533
ENSMUSG00000005374	Tbl2	72	111	113	57	68	106
ENSMUSG00000005378	Bud23	49	65	74	26	49	56
ENSMUSG00000005397	Nid1	42	56	94	60	112	110
ENSMUSG00000005410	Mcm5	8	6	14	5	18	21
ENSMUSG00000005413	Hmox1	37	40	51	31	120	63
ENSMUSG00000005417	Mprip	270	319	424	191	249	405
ENSMUSG00000005442	Cic	39	34	36	57	68	100
ENSMUSG00000005447	Pafah1b3	3	5	7	5	4	2
ENSMUSG00000005465	Il27ra	7	5	8	3	11	15
ENSMUSG00000005469	Prkaca	79	94	111	83	96	147
ENSMUSG00000005470	Asf1b	0	0	1	0	1	4
ENSMUSG00000005474	Myl10	0	0	0	0	0	0
ENSMUSG00000005481	Ddx39a	28	38	63	32	29	37
ENSMUSG00000005483	Dnajb1	62	321	147	34	78	130
ENSMUSG00000005493	Msh4	0	1	2	2	1	1
ENSMUSG00000005501	Usp40	142	149	167	109	137	211
ENSMUSG00000005503	Evx1	0	0	0	0	0	0
ENSMUSG00000005505	Kbtbd4	41	48	84	27	45	60
ENSMUSG00000005506	Celf1	267	268	331	205	291	449
ENSMUSG00000005510	Ndufs3	200	215	270	144	171	201
ENSMUSG00000005514	Por	1034	1291	683	525	834	1252
ENSMUSG00000005533	Igf1r	15	18	32	21	24	42
ENSMUSG00000005534	Insr	653	704	772	605	695	986
ENSMUSG00000005540	Fcer2a	0	1	0	0	0	6
ENSMUSG00000005547	Cyp2a5	3877	4694	3815	1372	2791	4421
ENSMUSG00000005553	Atp4a	1	1	0	0	0	1
ENSMUSG00000005566	Trim28	215	220	272	156	189	247
ENSMUSG00000005575	Ube2m	57	72	79	51	52	92
ENSMUSG00000005580	Adcy9	126	149	189	111	131	157
ENSMUSG00000005583	Mef2c	11	17	24	9	26	35
ENSMUSG00000005609	Ctr9	121	121	159	72	141	159
ENSMUSG00000005610	Eif4g2	1247	1578	1485	941	1279	2050
ENSMUSG00000005611	Irag1	7	3	5	5	8	15
ENSMUSG00000005615	Pcyt1a	303	318	382	225	338	468
ENSMUSG00000005621	Zfp592	79	99	79	64	75	138
ENSMUSG00000005625	Psmd4	227	261	407	160	229	263
ENSMUSG00000005628	Tmod4	2	5	4	0	6	6
ENSMUSG00000005640	Insrr	0	0	0	0	2	0
ENSMUSG00000005649	Cabp5	0	0	0	0	0	0
ENSMUSG00000005656	Snx6	22	55	44	44	50	56
ENSMUSG00000005667	Mthfd2	4	1	5	4	5	3
ENSMUSG00000005672	Kit	12	18	22	2	11	8
ENSMUSG00000005674	Tomm40l	36	30	53	28	27	53
ENSMUSG00000005677	Nr1i3	551	516	575	761	713	1172
ENSMUSG00000005681	Apoa2	10822	12033	17077	8793	10123	13878
ENSMUSG00000005682	Pan2	66	68	96	55	51	107
ENSMUSG00000005683	Cs	288	310	475	153	269	402
ENSMUSG00000005686	Ampd3	3	4	5	5	5	7
ENSMUSG00000005687	Bcas2	46	55	68	33	54	65
ENSMUSG00000005696	Sh2d1a	0	0	0	0	2	2
ENSMUSG00000005698	Ctcf	75	93	102	61	82	130
ENSMUSG00000005699	Pard6a	6	4	13	5	3	4
ENSMUSG00000005705	Agrp	0	0	0	0	0	0
ENSMUSG00000005716	Pvalb	0	0	0	0	0	0
ENSMUSG00000005718	Tfap4	5	11	6	6	2	14
ENSMUSG00000005732	Ranbp1	24	34	40	25	25	29
ENSMUSG00000005763	Cd247	0	0	1	0	1	0
ENSMUSG00000005774	Rfx5	22	18	35	36	40	40
ENSMUSG00000005779	Psmb4	337	362	425	206	313	313
ENSMUSG00000005800	Mmp8	0	0	0	0	0	0
ENSMUSG00000005802	Slc30a4	80	129	104	33	97	102
ENSMUSG00000005803	Sqor	375	404	600	353	481	565
ENSMUSG00000005804	Bloc1s6	48	52	85	30	58	84
ENSMUSG00000005813	Metap1	131	148	213	81	146	189
ENSMUSG00000005823	Gpr108	50	55	85	59	49	75
ENSMUSG00000005824	Tnfsf14	1	3	0	1	0	1
ENSMUSG00000005836	Gata6	17	19	26	10	27	46
ENSMUSG00000005846	Rsl1d1	117	177	162	67	113	159
ENSMUSG00000005864	Cnga2	0	0	0	0	0	0
ENSMUSG00000005871	Apc	218	257	300	176	260	387
ENSMUSG00000005873	Reep5	19	35	37	8	28	29
ENSMUSG00000005881	Ergic3	107	117	164	78	103	153
ENSMUSG00000005882	Uqcc1	105	112	124	67	72	135
ENSMUSG00000005883	Spo11	0	0	0	1	0	1
ENSMUSG00000005886	Ncoa2	270	286	252	242	259	392
ENSMUSG00000005891	Prl4a1	0	0	0	0	0	0
ENSMUSG00000005892	Trh	0	0	0	0	0	0
ENSMUSG00000005893	Nr2c2	146	110	165	101	110	187
ENSMUSG00000005897	Nr2c1	30	32	48	23	37	53
ENSMUSG00000005899	Smpd4	26	31	56	31	38	52
ENSMUSG00000005907	Pex1	76	96	92	64	111	188
ENSMUSG00000005917	Otx1	0	0	0	0	0	0
ENSMUSG00000005936	Kctd20	101	93	147	90	104	165
ENSMUSG00000005947	Itgae	0	0	0	0	2	3
ENSMUSG00000005949	Ctns	55	50	102	37	62	83
ENSMUSG00000005950	P2rx5	0	0	0	0	0	0
ENSMUSG00000005951	Shpk	126	134	177	128	143	228
ENSMUSG00000005952	Trpv1	0	3	0	0	1	2
ENSMUSG00000005958	Ephb3	1	0	4	0	0	1
ENSMUSG00000005968	Tuft1	51	105	91	40	70	95
ENSMUSG00000005973	Rcn1	25	20	28	13	42	25
